C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Label,gbdt_leaf_0,gbdt_leaf_1,gbdt_leaf_2,gbdt_leaf_3,gbdt_leaf_4,gbdt_leaf_5,gbdt_leaf_6,gbdt_leaf_7,gbdt_leaf_8,gbdt_leaf_9
ae82ea21,2c16a946,5a5f8486,f8f91ee1,25c83c98,7e0ccccf,6c338953,0b153874,a73ee510,3b08e48b,553ebda3,2d827a5f,49fe3d4e,07d13a8f,18231224,7e161c9a,776ce399,74ef3502,-1,-1,7d1d76fd,-1,be7c41b4,9117a34a,-1,-1,0.0,0.007246376811594202,0.0,0.09090909090909091,8.865108508928148e-06,0.0,0.0006027727546714888,0.014598540145985401,0.001418942887548776,0.0,0.02631578947368421,0.0,0.010376134889753566,-1,16,17,35,46,21,46,47,37,48,43
68fd1e64,08d6d899,9143c832,f56b7dd5,43b19349,fe6b92e5,b77d7b90,0b153874,a73ee510,4549ea1f,fd89d13f,ae1bb660,81621307,b28479f6,bffbd637,bad5ee18,e5ba7672,bbf70d82,-1,-1,0429f84b,-1,85d5a995,c0d61a5c,-1,-1,0.010416666666666666,0.0003813882532418001,0.0,0.09090909090909091,0.004896494933097981,0.09420133649493426,0.007233273056057866,0.06751824817518248,0.12805959560127705,0.2,0.23684210526315788,0.0,0.010376134889753566,-1,8,41,40,2,10,2,14,2,39,39
68fd1e64,04e09220,-1,-1,4cf72387,7e0ccccf,85e7f6c9,0b153874,a73ee510,4eede548,02efa108,-1,62555ac3,b28479f6,b21f08fe,-1,d4bb7bd8,e161d23a,-1,-1,-1,c9d4222a,32c7478e,-1,-1,-1,0.010416666666666666,0.0005085176709890668,0.0007093875620714117,0.06818181818181819,0.0015494239649493308,0.012502694546238412,0.0012055455093429777,0.06204379562043795,0.009932600212841433,0.2,0.05263157894736842,0.0,0.007782101167315174,-1,17,18,28,30,22,31,31,33,24,37
05db9164,1cfdf714,186dcc1e,73a88631,25c83c98,3bf701e7,0df4df10,0b153874,a73ee510,acccca1c,4d8549da,b8a5fa1e,51b97b8f,07d13a8f,f775a6d5,89fbd5c5,8efede7f,e88ffc9d,083e89d9,a458ea53,d757e8f8,ad3062eb,c7dc6720,3fdb382b,cb079c2d,49d68486,0.9270833333333333,0.0002542588354945334,0.00035469378103570584,0.0,0.00015267686876487368,0.0010778184953653804,0.31344183242917417,0.06021897810218978,0.15182688896771904,0.4,0.8684210526315789,0.010101010101010102,0.0,-1,1,8,3,3,9,9,23,11,4,5
68fd1e64,d0a34130,d032c263,c18be181,25c83c98,fe6b92e5,bd53d88a,5b392875,a73ee510,2919778b,ec967dd8,dfbb09fb,9106f5bd,07d13a8f,873e1e46,84898b2a,e5ba7672,d5288836,-1,-1,0014c32a,c9d4222a,423fab69,3b183c5c,-1,-1,0.010416666666666666,0.0006356470887363335,0.0,0.0,0.007384635387937148,0.04031041172666523,0.012658227848101266,0.012773722627737226,0.08354026250443419,0.2,0.15789473684210525,0.0,0.0,-1,8,41,5,2,10,27,14,12,30,20
05db9164,f0cf0024,6f67f7e5,41274cd7,25c83c98,fbad5c96,9b6a4cc9,0b153874,a73ee510,a5aa06c8,8e3de34d,623049e6,b50e2ed0,b28479f6,e6c5b5cd,c92f3b61,1e88c74f,b04e4670,21ddcdc9,5840adea,60f6221e,-1,32c7478e,43f13e8b,ea9a246c,731c3655,0.0,0.0002542588354945334,0.002128162686214235,0.045454545454545456,0.0195150588643205,0.0,0.0006027727546714888,0.0072992700729927005,0.009755232351897836,0.0,0.02631578947368421,0.0,0.005188067444876783,-1,39,43,29,38,37,44,29,44,45,36
05db9164,8e4f887c,-1,-1,43b19349,7e0ccccf,7f2c5a6e,0b153874,a73ee510,9bb3a560,d21494f8,-1,f47f13e4,b28479f6,344bf25d,-1,d4bb7bd8,4b340164,-1,-1,-1,c9d4222a,32c7478e,-1,-1,-1,0.07291666666666667,0.0002542588354945334,0.0009458500827618822,0.022727272727272728,0.00013691667586011253,0.002586764388876913,0.004219409282700422,0.01094890510948905,0.001064207165661582,0.6000000000000001,0.07894736842105263,0.0,0.007782101167315174,-1,12,10,8,4,7,16,1,9,12,18
05db9164,68aede49,23407986,24b7fac2,25c83c98,fbad5c96,08383675,0b153874,7cc72ec2,3b08e48b,727af3e2,f5b766be,49fe3d4e,b28479f6,5c595008,68ec8702,2005abd1,262c8681,-1,-1,966e4a0e,ad3062eb,be7c41b4,55dea74e,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0006027727546714888,0.005474452554744526,0.000532103582830791,0.0,0.02631578947368421,0.0,0.0,-1,16,17,0,9,43,46,29,19,15,6
05db9164,80e26c9b,8ff53ad6,6d238700,25c83c98,-1,50b436c9,0b153874,a73ee510,162688a8,a0a5e9d7,3538930e,ee79db7b,b28479f6,4c1df281,de4483ef,e5ba7672,f54016b9,21ddcdc9,b1252a9d,49ffca9c,-1,32c7478e,74441c16,e8b83407,9e0634e6,0.0,0.0003813882532418001,0.00035469378103570584,0.03409090909090909,0.004298592614773605,0.0010778184953653804,0.0162748643761302,0.005474452554744526,0.001418942887548776,0.0,0.13157894736842105,0.0,0.0038910505836575876,-1,21,23,37,29,20,11,17,22,14,12
be589b51,58e67aaf,814a9e19,650cc93b,25c83c98,7e0ccccf,60f43665,0b153874,a73ee510,d3f2758d,b91c2548,33b83378,a03da696,b28479f6,62eca3c0,db2d4359,27c07bd6,c21c3e4c,1d04f4a4,b1252a9d,1a0fc4bc,-1,bcdee96c,3fdb382b,9b3e8820,49d68486,0.020833333333333332,0.03165522501906941,0.004138094112083235,0.25,0.000628437692077351,0.006466910972192283,0.004219409282700422,0.05291970802919708,0.018623625399077685,0.4,0.07894736842105263,0.010101010101010102,0.031128404669260697,-1,28,24,38,22,25,15,34,38,44,25
05db9164,f9875f50,77f60250,28efe861,25c83c98,-1,d5527617,64523cfa,a73ee510,3b08e48b,7466b255,0d58691e,f4c487c1,b28479f6,722bd39d,accf6945,07c540c4,43a9e4b1,5ce524d1,b1252a9d,6e738c9a,-1,32c7478e,8b4b13eb,e8b83407,ea6868de,0.03125,0.0001271294177472667,0.00011823126034523528,0.011363636363636364,1.8715229074403868e-05,0.0002155636990730761,0.0018083182640144665,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0012970168612191958,-1,27,25,15,0,26,4,6,18,0,0
05db9164,8b0005b7,d8d3b957,db839e0d,4cf72387,7e0ccccf,daddc43a,0b153874,a73ee510,3b08e48b,418037d7,d30d5ab9,b0bfed6d,07d13a8f,715f1291,d1060f31,07c540c4,dff11f14,-1,-1,0ce9e052,c9d4222a,423fab69,af0cb2c3,-1,-1,0.07291666666666667,0.0031782354436816675,0.0,0.0,0.0007752044885029392,0.008622547962923043,0.004219409282700422,0.009124087591240875,0.0008868393047179851,0.4,0.05263157894736842,0.0,0.0,-1,12,21,5,5,33,10,35,28,5,4
05db9164,8db5bc37,1f73524c,1033cc11,25c83c98,7e0ccccf,1d794a16,37e4aa92,a73ee510,ed086ca2,4c9e8313,979f0b63,67b031b4,07d13a8f,37f2f6dc,4ba9e7b1,d4bb7bd8,181879d3,-1,-1,5e15fd0d,ad3062eb,32c7478e,b7c6f617,-1,-1,0.020833333333333332,0.07971014492753623,0.0005911563017261764,0.05681818181818182,0.00035657436447022106,0.004095710282388446,0.0012055455093429777,0.03467153284671533,0.0033699893579283435,0.4,0.05263157894736842,0.010101010101010102,0.006485084306095979,-1,28,24,28,26,26,12,22,33,6,37
5a9ed9b0,403ea497,2cbec47f,3e2bfbda,25c83c98,-1,93b64cee,0b153874,7cc72ec2,b16556f1,4b0929e2,21a23bfe,c0ed8bfc,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,5840adea,c2a93b37,-1,32c7478e,1793a828,e8b83407,2fede552,0.0,0.0002542588354945334,0.0009458500827618822,0.045454545454545456,0.032821586736221646,0.0,0.0006027727546714888,0.01094890510948905,0.001064207165661582,0.0,0.02631578947368421,0.0,0.005188067444876783,-1,22,23,39,19,16,22,18,3,20,28
87552397,58e67aaf,6d779f20,42f176ba,25c83c98,-1,23cbab1b,5b392875,a73ee510,a94bcc2b,383e77c6,be0b2941,cce745f5,1adce6ef,d002b6d9,90dd5213,e5ba7672,c21c3e4c,f08320ef,b1252a9d,ddfc583d,-1,32c7478e,8908ecb7,9b3e8820,48312058,0.07291666666666667,0.014238494787693871,0.0004729250413809411,0.03409090909090909,1.970024113095144e-06,0.0002155636990730761,0.006630500301386378,0.005474452554744526,0.018091521816246892,0.4,0.10526315789473684,0.010101010101010102,0.0012970168612191958,-1,15,6,1,29,27,7,25,26,11,14
05db9164,38a947a1,faf21a45,2d618c4e,25c83c98,13718bbd,e7698644,0b153874,7cc72ec2,3b08e48b,f9d0f35e,24d54eae,b55434a9,1adce6ef,11984f7a,a7d2766d,2005abd1,b3fe34a4,-1,-1,de8cff3a,-1,be7c41b4,8ab167ac,-1,-1,0.0,0.030383930841596744,0.0010640813431071175,0.045454545454545456,0.0,0.0,0.0006027727546714888,0.0072992700729927005,0.000709471443774388,0.0,0.02631578947368421,0.0,0.005188067444876783,-1,43,42,0,46,43,34,44,39,48,43
39af2607,26a88120,b00d1501,d16679b9,25c83c98,fbad5c96,49b74ebc,1f89b562,a73ee510,7f79890b,c4adf918,e0d76380,85dbe138,b28479f6,2ebbf26a,1203a270,e5ba7672,b486119d,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.0,0.021103483346046274,0.0009458500827618822,0.03409090909090909,0.009967337000204881,0.05604656175899979,0.012658227848101266,0.021897810218978103,0.045583540262504434,0.0,0.15789473684210525,0.010101010101010102,0.040207522697795074,-1,46,27,19,47,39,45,14,36,27,26
87552397,95e2d337,0a3107e6,69040d07,4cf72387,7e0ccccf,1662de8f,0b153874,a73ee510,e8c6d5af,dd244141,c34daa06,468f0632,64c94865,7de4908b,6b9ff0bc,d4bb7bd8,701d695d,712d530c,a458ea53,9cb2c7a4,-1,be7c41b4,4921c033,2bf691b1,80b0aeb9,0.0,0.0003813882532418001,0.0014187751241428233,0.06818181818181819,0.025856566484373768,0.05906445354602285,0.0012055455093429777,0.012773722627737226,0.010996807378503014,0.0,0.05263157894736842,0.0,0.007782101167315174,-1,5,36,24,48,47,30,42,33,45,28
05db9164,09e68b86,0fa27f12,fc649927,25c83c98,fe6b92e5,85f287b3,37e4aa92,a73ee510,39cda501,7c53dc69,3aedb2ef,4fd35e8f,07d13a8f,36721ddc,96426867,e5ba7672,5aed7436,75916440,a458ea53,3d3c217e,c9d4222a,423fab69,b6175649,e8b83407,818b11e3,0.03125,0.0002542588354945334,0.0027193189879404114,0.03409090909090909,0.0007860396211249625,0.007544729467557663,0.004219409282700422,0.0510948905109489,0.0235899255054984,0.4,0.07894736842105263,0.0,0.0038910505836575876,-1,11,15,19,10,17,15,12,24,8,9
05db9164,287130e0,c09cf4ef,bc8d1aa6,25c83c98,13718bbd,1919941b,37e4aa92,a73ee510,6c47047a,86c05043,c4bba41d,2ecea536,b28479f6,9efd8b77,ac2e5095,8efede7f,891589e7,2efde463,b1252a9d,dc4e98e3,-1,3a171ecb,ee42de86,e8b83407,a00829e6,0.010416666666666666,0.0005085176709890668,0.0027193189879404114,0.045454545454545456,0.004617736521095018,0.05238197887475749,0.004219409282700422,0.012773722627737226,0.03263568641362185,0.2,0.05263157894736842,0.05050505050505051,0.005188067444876783,-1,5,47,19,41,42,48,41,5,29,26
05db9164,8b57fabc,eb466461,2566f1d2,25c83c98,7e0ccccf,10844cfc,0b153874,a73ee510,2ce2764d,d93e6010,26d478d3,4e8bba73,b28479f6,97bbf6e5,8c439d97,27c07bd6,1490697e,-1,-1,b3996c82,8ec974f4,32c7478e,382cd1f1,-1,-1,0.010416666666666666,0.019959318586320874,0.00023646252069047056,0.022727272727272728,0.007125577217065137,0.0,0.0006027727546714888,0.025547445255474453,0.010819439517559417,0.2,0.02631578947368421,0.0,0.0025940337224383916,-1,45,43,39,37,38,38,44,41,42,27
b455c6d7,38a947a1,-1,-1,25c83c98,-1,6cdb3998,0b153874,a73ee510,21fa915a,5874c9c9,-1,740c210d,07d13a8f,ce0f2958,-1,e5ba7672,87c9f30d,-1,-1,-1,-1,32c7478e,-1,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.004190241288553372,0.0006466910972192282,0.004219409282700422,0.0036496350364963502,0.000532103582830791,0.0,0.07894736842105263,0.0,0.0,-1,24,4,12,1,16,20,17,22,17,13
05db9164,8e4f887c,-1,-1,4cf72387,13718bbd,9ffbc792,0b153874,a73ee510,fa8c1efe,6ae20392,-1,78644930,07d13a8f,b708086d,-1,e5ba7672,4b340164,-1,-1,-1,-1,32c7478e,-1,-1,-1,0.010416666666666666,0.0002542588354945334,0.0010640813431071175,0.022727272727272728,0.0013277962522261271,0.003017891787023065,0.019288728149487643,0.012773722627737226,0.02181624689606243,0.2,0.18421052631578946,0.010101010101010102,0.0025940337224383916,-1,11,15,16,6,16,13,10,24,12,17
05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,fe6b92e5,d385ea68,a674580f,a73ee510,3b08e48b,7940fc2a,d8c29807,00e20e7b,07d13a8f,801ee1ae,c64d548f,e5ba7672,63cdbb21,21ddcdc9,5840adea,5f957280,-1,32c7478e,1793a828,e8b83407,b7d9c3bc,0.0,0.0002542588354945334,0.0031922440293213525,0.1590909090909091,0.0014922932656695716,0.0032334554860961413,0.006027727546714889,0.025547445255474453,0.02199361475700603,0.0,0.10526315789473684,0.010101010101010102,0.01815823605706874,-1,11,15,37,11,18,24,10,22,14,33
68fd1e64,942f9a8d,8d9e5174,6fc4f0c4,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,0e9ead52,c4adf918,aadcb74e,85dbe138,1adce6ef,ae97ecc3,e1c6cde7,07c540c4,1f868fdd,c4209246,b1252a9d,6e0198a2,-1,32c7478e,3fdb382b,001f3601,49d68486,0.010416666666666666,0.0002542588354945334,0.0,0.05681818181818182,0.022811894217585223,0.09765035568010347,0.0006027727546714888,0.0018248175182481751,0.034409365023057824,0.2,0.02631578947368421,0.0,0.006485084306095979,-1,33,34,39,44,37,38,29,40,45,28
39af2607,52e9ecfc,20009f96,73fec7fb,4cf72387,fbad5c96,1c86e0eb,0b153874,a73ee510,e7ba2569,755e4a50,57c08194,5978055e,b28479f6,e2dd9a77,054b386f,e5ba7672,1e42ba17,21ddcdc9,b1252a9d,0dd41d11,-1,32c7478e,f9f7eb22,f0f449dd,a3a8e8f4,0.10416666666666667,0.3783371472158657,0.001655237644833294,0.011363636363636364,0.00011524641061606594,0.0002155636990730761,0.08438818565400844,0.04562043795620438,0.05764455480666903,0.4,0.7894736842105262,0.0,0.0012970168612191958,-1,15,8,7,3,9,9,24,11,11,14
05db9164,4c2bc594,d032c263,c18be181,384874ce,fe6b92e5,b7c924a4,64523cfa,a73ee510,3b08e48b,2cc0193e,dfbb09fb,433f9499,8ceecbc8,7ac43a46,84898b2a,1e88c74f,bc48b783,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.0,0.0002542588354945334,0.0,0.0,0.014696379883689775,0.0,0.0006027727546714888,0.0018248175182481751,0.000177367860943597,0.0,0.02631578947368421,0.0,0.0,-1,5,5,25,7,46,0,0,0,40,27
68fd1e64,68b3edbf,d032c263,c18be181,25c83c98,-1,36b796aa,0b153874,a73ee510,739ff196,7373475d,dfbb09fb,cfbfce5c,07d13a8f,40f9f2b8,84898b2a,e5ba7672,3009c5ce,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.0,0.01118738876175947,0.0,0.09090909090909091,1.1820144678570865e-05,0.12826040094848026,0.0006027727546714888,0.014598540145985401,0.009755232351897836,0.0,0.02631578947368421,0.0,0.006485084306095979,-1,9,14,35,25,11,21,20,15,23,37
05db9164,38a947a1,b97d785f,98b100e5,25c83c98,7e0ccccf,a207ddc0,5b392875,7cc72ec2,3b08e48b,f87e56ab,b9898409,0eca41f0,b28479f6,2406b2d9,ef734ec3,07c540c4,adad417c,-1,-1,376f7f0d,-1,3a171ecb,874db5d2,-1,-1,0.0,0.0002542588354945334,0.00035469378103570584,0.22727272727272727,0.0858684260295346,1.0,0.0006027727546714888,0.01094890510948905,0.21106775452288046,0.0,0.02631578947368421,0.0,0.038910505836575876,-1,34,34,23,7,46,36,40,40,45,21
be589b51,39dfaa0d,74e1a23a,9a6888fb,4cf72387,7e0ccccf,2db71de9,1f89b562,7cc72ec2,3b08e48b,a0060bca,fb8fab62,22d23aac,b28479f6,a36eb32c,c6b1e1b2,776ce399,75edcf1f,21ddcdc9,5840adea,99c09e97,ad3062eb,85d5a995,335a6a1e,010f6491,aa5f0a15,0.0,0.0003813882532418001,0.00023646252069047056,0.2159090909090909,0.1692102961340247,0.0,0.0006027727546714888,0.01094890510948905,0.000532103582830791,0.0,0.02631578947368421,0.0,0.02464332036316472,-1,5,35,23,48,5,40,0,19,45,21
05db9164,d4ef6e5b,-1,-1,4cf72387,7e0ccccf,65d3801d,1f89b562,a73ee510,5ba575e7,043725ae,-1,7f0d7407,b28479f6,b9c4a1cb,-1,e5ba7672,0bcc943a,-1,-1,-1,-1,3a171ecb,-1,-1,-1,0.0,0.005720823798627001,0.00035469378103570584,0.03409090909090909,1.0835132622023291e-05,0.0,0.0006027727546714888,0.005474452554744526,0.002660517914153955,0.0,0.02631578947368421,0.0,0.0038910505836575876,-1,37,23,0,42,4,0,16,21,23,31
5a9ed9b0,298d0556,02cf9876,c18be181,43b19349,7e0ccccf,15da22d0,1f89b562,a73ee510,17a0cc50,d7129972,8fe001f4,c0c5f46b,b28479f6,48a5d003,36103458,07c540c4,a8f42b59,-1,-1,e587c466,-1,32c7478e,3b183c5c,-1,-1,0.0,0.004195270785659801,0.001300543863797588,0.022727272727272728,0.02208791035602276,0.47143780987281736,0.0036166365280289334,0.005474452554744526,0.1129833274210713,0.0,0.07894736842105263,0.0,0.0038910505836575876,-1,33,34,19,41,35,45,39,40,26,26
05db9164,3df44d94,d032c263,c18be181,25c83c98,7e0ccccf,830c88f3,0b153874,a73ee510,1a88cf9b,7defe259,dfbb09fb,11fa2c12,b28479f6,e0052e65,84898b2a,d4bb7bd8,e7648a8f,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.0,0.0003813882532418001,0.0007093875620714117,0.03409090909090909,0.030060597941718805,0.20478551411942228,0.0006027727546714888,0.0072992700729927005,0.00478893224547712,0.0,0.02631578947368421,0.0,0.0038910505836575876,-1,5,47,24,48,46,44,29,45,45,36
9a89b36c,4f25e98b,9042c4ea,343f8ed3,25c83c98,fbad5c96,27cc0b50,0b153874,a73ee510,f364a867,7671c62f,00750e7a,1fa0660e,b28479f6,df2f73e9,4f71659c,e5ba7672,bc5a0ff7,21ddcdc9,a458ea53,706ee322,c9d4222a,bcdee96c,990a118a,001f3601,47b6f269,0.07291666666666667,0.0001271294177472667,0.0,0.0,0.0009022710437975761,0.008838111661996119,0.0162748643761302,0.06204379562043795,0.012947853848882583,0.4,0.10526315789473684,0.0,0.0,-1,13,10,40,8,7,16,23,9,5,4
05db9164,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,dbc0d030,25239412,a73ee510,e69922fa,84b20221,e0d76380,5a2964f9,1adce6ef,5e7a356b,1203a270,e5ba7672,281769c2,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.010416666666666666,0.0006356470887363335,0.00023646252069047056,0.045454545454545456,0.010603654788734613,0.0,0.0006027727546714888,0.06934306569343066,0.000709471443774388,0.2,0.02631578947368421,0.0,0.055771725032425425,-1,21,38,23,34,4,38,16,21,36,21
05db9164,5ca60b73,03f5e595,bdc301e2,43b19349,7e0ccccf,88002ee1,0b153874,7cc72ec2,3b08e48b,f1b78ab4,870771b1,6e5da64f,b28479f6,6bd27a1c,bb01ab0a,2005abd1,04c62c3d,-1,-1,92259097,-1,32c7478e,8ea22d26,-1,-1,0.0,0.0003813882532418001,0.0,0.0,0.0,0.0,0.0006027727546714888,0.0018248175182481751,0.0017736786094359703,0.0,0.02631578947368421,0.0,0.0,-1,31,0,15,33,0,0,42,37,0,34
5a9ed9b0,38a947a1,85131e23,77a460f8,25c83c98,7e0ccccf,d0bdaa98,5b392875,7cc72ec2,3b08e48b,dd6fc8cb,ea2802ed,ebd756bd,07d13a8f,280bdde5,62e74770,2005abd1,6e4ecdd3,-1,-1,54f59a22,8ec974f4,32c7478e,30601602,-1,-1,0.0,0.08225273328248155,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,-1,18,0,15,42,0,34,32,37,0,31
05db9164,d833535f,b00d1501,d16679b9,4cf72387,fe6b92e5,b3ddf65a,0b153874,a73ee510,bde51b15,e973bfd7,e0d76380,439cd4cc,b28479f6,a733d362,1203a270,e5ba7672,281769c2,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.010416666666666666,0.0003813882532418001,0.00035469378103570584,0.0,0.004302532662999795,0.02759215348135374,0.004822182037371911,0.032846715328467155,0.01543100390209294,0.2,0.05263157894736842,0.0,0.0,-1,41,41,21,16,39,45,11,36,28,44
2d4ea12b,ef69887a,53ea179a,b46a6c09,25c83c98,7e0ccccf,a1017c6f,0b153874,a73ee510,3b08e48b,ac31fe3c,7557aa43,bd9310c2,b28479f6,902a109f,3a6d0658,776ce399,4bcc9449,86073ec9,a458ea53,310750c1,ad3062eb,32c7478e,fd1be8d4,e8b83407,9981343d,0.0,0.0003813882532418001,0.0040198628517379995,0.13636363636363635,0.0132868276307702,0.0,0.0006027727546714888,0.0072992700729927005,0.09382759843916282,0.0,0.02631578947368421,0.0,0.0622568093385214,-1,39,36,41,38,36,44,29,42,45,47
5a9ed9b0,4c2bc594,d032c263,c18be181,4cf72387,7e0ccccf,c0adc046,5b392875,a73ee510,3b08e48b,3b8d987f,dfbb09fb,a8ff8c8a,1adce6ef,ae0c3875,84898b2a,e5ba7672,15a36060,-1,-1,0014c32a,c9d4222a,3a171ecb,3b183c5c,-1,-1,0.010416666666666666,0.0001271294177472667,0.0,0.0,0.008567634867850782,0.07803405906445354,0.006027727546714889,0.0018248175182481751,0.017736786094359698,0.2,0.05263157894736842,0.010101010101010102,0.0,-1,8,41,2,24,10,5,10,12,2,2
05db9164,09e68b86,c4f1b7d8,6eabba09,384874ce,-1,045eef77,5b392875,a73ee510,dfa3d0ad,e81438fc,2f06501b,f745e01e,f7c1b33f,5726b2dc,73bee060,07c540c4,5aed7436,cb6b4a8b,b1252a9d,ceac1e70,-1,32c7478e,3fdb382b,e8b83407,49d68486,0.041666666666666664,0.0003813882532418001,0.00425632537242847,0.10227272727272728,0.0003349040992261745,0.0038801465833153696,0.0024110910186859553,0.020072992700729927,0.0017736786094359703,0.4,0.05263157894736842,0.0,0.01297016861219196,-1,7,1,10,5,33,35,8,27,14,33
05db9164,9e5ce894,2a3c87a2,13508380,0942e0a7,7e0ccccf,c0a9460b,5b392875,a73ee510,14778a99,5420373c,95684be2,ab160bba,07d13a8f,8cf98699,cb8555a4,e5ba7672,a5bb7b8a,1d1eb838,b1252a9d,7a32165a,-1,423fab69,45ab94c8,ea9a246c,c84c4aec,0.0,0.18802440884820745,0.00035469378103570584,0.022727272727272728,0.013279932546374365,0.032981245958180645,0.0012055455093429777,0.0072992700729927005,0.0296204327775807,0.0,0.05263157894736842,0.0,0.0025940337224383916,-1,29,27,30,31,29,27,46,30,34,27
8cf07265,8aade191,aba270bc,3d9541ed,4cf72387,7e0ccccf,6f208241,0b153874,a73ee510,29b00bcc,d9244025,066be83b,a615211e,dcd762ee,43a44453,f68fdaa9,e5ba7672,eef7297e,-1,-1,1266f168,-1,3a171ecb,8d4a9014,-1,-1,0.010416666666666666,0.07627765064836002,0.00023646252069047056,0.022727272727272728,0.006395683283163386,0.028238844578572966,0.004822182037371911,0.0036496350364963502,0.014544164597374955,0.2,0.05263157894736842,0.0,0.0025940337224383916,-1,46,41,5,24,39,41,11,36,27,44
8cf07265,e3a0dc66,b2bb4a16,bd334821,43b19349,fbad5c96,5e64ce5f,37e4aa92,a73ee510,1dfa8956,8b94178b,e5a589c8,025225f2,07d13a8f,c251e774,e2f5ca24,e5ba7672,b608c073,-1,-1,1d67143f,-1,32c7478e,f2e9f0dd,-1,-1,0.05208333333333333,0.024408848207475208,0.0,0.011363636363636364,2.955036169642716e-06,0.0002155636990730761,0.0030138637733574444,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0012970168612191958,-1,35,1,6,4,1,1,35,1,10,13
05db9164,e112a9de,af5655e7,22504558,4cf72387,fe6b92e5,ce4f7f55,0b153874,a73ee510,099b68bd,38f692a7,252162ec,6e5da64f,b28479f6,ce3c65c0,776f5665,e5ba7672,45e3284c,-1,-1,5c7c443c,-1,32c7478e,8f079aa5,-1,-1,0.0,0.0006356470887363335,0.0004729250413809411,0.06818181818181819,0.023500417645111977,0.059495580944169006,0.0018083182640144665,0.012773722627737226,0.016140475345867326,0.0,0.05263157894736842,0.0,0.007782101167315174,-1,29,27,39,20,29,30,11,36,36,36
05db9164,942f9a8d,56472604,53a5d493,25c83c98,-1,49b74ebc,6c41e35e,a73ee510,e113fc4b,c4adf918,08531bcb,85dbe138,1adce6ef,ae97ecc3,76b06ec3,e5ba7672,1f868fdd,9437f62f,a458ea53,ff4c70b8,-1,32c7478e,da89b7d5,7a402766,c7beb94e,0.06249999999999999,0.0005085176709890668,0.0,0.0,0.0013622716742052923,0.0038801465833153696,0.047619047619047616,0.04744525547445255,0.01365732529265697,0.2,0.2631578947368421,0.0,0.0,-1,13,7,7,8,8,8,23,10,22,15
3c9d8785,38a947a1,4470baf4,8c8a4c47,43b19349,fbad5c96,282b88fc,0b153874,a73ee510,0f1a2599,ea26a3ee,bb669e25,0e5bc979,b28479f6,547b8c62,2b2ce127,8efede7f,b133fcd4,-1,-1,2b796e4a,-1,32c7478e,8d365d3b,-1,-1,0.03125,0.0002542588354945334,0.0,0.09090909090909091,0.000437345353107122,0.008191420564776892,0.004822182037371911,0.06386861313868614,0.050195104647037955,0.4,0.13157894736842105,0.08080808080808081,0.010376134889753566,-1,17,18,40,4,22,42,34,7,9,16
5a9ed9b0,e112a9de,4e1c9eda,22504558,25c83c98,fbad5c96,7841e8c6,0b153874,a73ee510,0f2ec50d,7e2c5c15,23bc90a1,91a1b611,1adce6ef,3ac25d07,776f5665,e5ba7672,45e3284c,-1,-1,5a5953a2,-1,32c7478e,8f079aa5,-1,-1,0.10416666666666667,0.0006356470887363335,0.0,0.13636363636363635,0.0005703219807410443,0.004957965078680749,0.006027727546714889,0.021897810218978103,0.004079460801702731,0.4,0.05263157894736842,0.0,0.01556420233463035,-1,12,21,8,12,1,1,26,28,12,18
05db9164,510b40a5,d03e7c24,eb1fd928,25c83c98,-1,52283d1c,0b153874,a73ee510,015ac893,e51ddf94,951fe4a9,3516f6e6,07d13a8f,2ae4121c,8ec71479,d4bb7bd8,70d0f5f9,-1,-1,0e63fca0,-1,32c7478e,0e8fe315,-1,-1,0.0,0.004703788456648868,0.0,0.022727272727272728,0.03323233676380198,0.004742401379607674,0.0012055455093429777,0.005474452554744526,0.000709471443774388,0.0,0.05263157894736842,0.0,0.0025940337224383916,-1,40,40,44,44,38,18,28,18,40,36
